year_id,location_name,rei_id,rei_name,age_group_name,sex,parameter,mean,upper,lower,unit
2017,Cambodia,112,Diet low in vegetables,All Available Ages,Female,continuous,72.46364257,79.85875839,65.89122627,g/day
2017,Cambodia,113,Diet low in whole grains,All Available Ages,Male,continuous,72.97676937,77.90955959,68.37300024,g/day
2017,Cambodia,113,Diet low in whole grains,All Available Ages,Female,continuous,68.28845403,72.70700951,64.07989625,g/day
2017,Cambodia,114,Diet low in nuts and seeds,All Available Ages,Male,continuous,2.901457656,3.474010122,2.415109485,g/day
2017,Cambodia,114,Diet low in nuts and seeds,All Available Ages,Female,continuous,2.748617533,3.242107919,2.333054899,g/day
2017,Cambodia,115,Diet low in milk,All Available Ages,Male,continuous,4.454123957,4.893121356,4.006068236,g/day
2017,Cambodia,115,Diet low in milk,All Available Ages,Female,continuous,4.284289257,4.65048856,3.919096018,g/day
2017,Cambodia,116,Diet high in red meat,All Available Ages,Male,continuous,15.36330124,17.4383157,13.54629561,g/day
2017,Cambodia,116,Diet high in red meat,All Available Ages,Female,continuous,10.39009776,11.78658968,9.119973676,g/day
2017,Cambodia,117,Diet high in processed meat,All Available Ages,Male,continuous,0.47083042,0.554162921,0.396463851,g/day
2017,Cambodia,117,Diet high in processed meat,All Available Ages,Female,continuous,0.353495362,0.413215046,0.301757773,g/day
2017,Cambodia,118,Diet high in sugar-sweetened beverages,All Available Ages,Male,continuous,49.8136746,55.82061365,44.3135852,g/day
2017,Cambodia,118,Diet high in sugar-sweetened beverages,All Available Ages,Female,continuous,38.31918082,42.89989972,33.95709477,g/day
2017,Cambodia,119,Diet low in fiber,All Available Ages,Male,continuous,5.260892688,5.583994223,4.929388192,g/day
2017,Cambodia,119,Diet low in fiber,All Available Ages,Female,continuous,4.425830236,4.695658411,4.170666593,g/day
2017,Cambodia,121,Diet low in seafood omega-3 fatty acids,All Available Ages,Male,continuous,0.019487745,0.020128916,0.018869168,g/day
2017,Cambodia,121,Diet low in seafood omega-3 fatty acids,All Available Ages,Female,continuous,0.016702919,0.017278149,0.0161518,g/day
